ID,Edad ,Age,Gender,Municipalitie,Ecosystem,Community,Place,Reproduccion ,Associated,Abundace,Ene,Feb,Mar,Abr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Threats,Cotomaquilitl,Xoxoco,Pitzahuaquilitl,Xaxalto,Huitzioquilitl,Michiquilitl,Teposquilitl,Xoxoco1,Huaquilitlpoxahuac,Huaquilitlixtac,YamoleoTototlquilitl,Atetziltzi,Cayochoquilitl,Xoxoco2,Chichikquilitl,Index1,Index,Cotomaquilitl,Xoxoco_C,Pitzahuaquilitl_C,Xaxalto_C,Huitzioquilitl_C,Michiquilitl_C,Teposquilitl_C,Xoxoco1_C,Huaquilitl poxahuac_C,Huaquilitl ixtac_C,YamoleoTototlquilitl_C,Atetziltzi_C,Cayochoquilitl_C,Xoxoco2_C,Chichikquilitl_C,Observaciones_C
73,39,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,0,0,0,0,0,No se da manejo adecuado,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
74,38,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,1,0,0,0,0,No se da manejo adecuado,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
75,80,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No se da manejo adecuado,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
76,20,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se da manejo adecuado,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
77,25,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,0,1,1,1,1,0,0,0,No se da manejo adecuado,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,9,60,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
78,88,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No se da manejo adecuado,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
79,33,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,1,0,0,0,0,No se da manejo adecuado,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
80,39,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración y siembra,"Café, Maiz",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No se da manejo adecuado,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
81,47,42-55,M,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Siembra,Milpa,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se le da un manejo,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,6,40,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
82,42,42-55,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,"Milpa,monte",Había más,0,0,0,0,0,1,1,0,0,0,0,0,No se siembra y emigracion,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,26.7,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
83,19,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa,Había más,0,0,0,0,1,1,1,0,0,0,0,0,Cambio en la alimentacion,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,6,40,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
84,19,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa,Sigue igual,0,0,0,0,1,1,1,0,0,0,0,0,Cambio en la alimentacion,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11,73.3,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
85,36,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Siembra,Milpa,Había más,0,0,0,0,0,1,1,1,0,0,0,0,Cmbio en la alimentacion y animales,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,9,60,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,Macuilquilitl
86,32,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,"Milpa, café",Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra y animales,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,8,53.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
87,19,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,Traspatio,Siembra y regeneracion,Flores y hortalizas,Sigue igual,0,0,0,0,0,1,1,0,0,0,0,0,No se siembra y cambio en la alimentacion,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,5,33.3,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0
88,53,42-55,F,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Siembra,Milpa,Había más,0,0,0,0,0,1,1,0,0,0,0,0,No se le da un manejo,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,6,40,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
89,48,42-55,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa,Había más,0,0,0,0,1,1,1,1,0,0,0,0,No se siembra,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,8,53.3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
90,32,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa,Había más,0,0,0,0,0,1,1,0,0,0,0,0,Cambio en la alimentacion,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,7,46.7,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
91,37,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa y monte,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra y cambio en la alimentacion,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,20,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
92,36,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa y monte,Había más,0,0,0,0,1,1,1,1,0,0,0,0,No se siembra,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,11,73.3,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0
93,41,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Regenerativa,Milpa,Había más,0,0,0,0,1,1,1,0,0,0,0,0,No se le da un manejo y animales,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11,73.3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
94,26,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa,Sigue igual,0,0,0,0,1,1,1,1,0,0,0,0,No se siembra,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,7,46.7,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
95,29,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa,Había más,0,0,0,0,1,1,1,0,0,0,0,0,Cambio climatico y animales,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5,33.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
96,25,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,Milpa y monte,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra y uso de quimicos,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,6,40,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
97,32,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa y monte,Había más,0,0,0,0,0,1,1,0,0,0,0,0,No se siembra,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,20,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
98,21,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa y monte,Sigue igual,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11,73.3,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
99,65,56-90,M,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Siembra,Milpa y café,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra y animales,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,9,60,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
100,28,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,traspatio",Siembra y regeneracion,"Flores,milpa y arboles frutales",No sabe,0,0,0,0,1,1,1,0,0,0,0,0,No se siembra y cambio en la alimentacion,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,8,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,29,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,traspatio",Siembra y regeneracion,"Flores,milpa y arboles frutales",No sabe,0,0,0,0,0,1,1,0,0,0,0,0,No se le da un manejo,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,5,33.3,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
102,36,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,traspatio",Siembra y regeneracion,"Flores,milpa y arboles frutales",No sabe,0,0,0,0,0,1,1,0,0,0,0,0,No se siembra,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,6,40,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
103,29,18-30,F,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa y monte,Había más,0,0,0,0,1,1,1,1,0,0,0,0,Cambio en la alimentacion,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,26.7,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
104,19,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Regenerativa,Milpa y monte,Sigue igual,0,0,0,0,0,1,1,0,0,0,0,0,No se siembra y cambio en la alimentacion,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,6,40,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
105,83,56-90,M,Zongolica,Montane cloud forest,Zacatlamanca,Milpa,Regenerativa,Milpa,Había más,0,0,0,0,0,1,1,0,0,0,0,0,Cambio en la alimentacion,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11,73.3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Macuilquilitl
106,24,18-30,M,Zongolica,Montane cloud forest,Zacatlamanca,"Milpa,monte",Siembra y regeneracion,,Había más,0,0,0,0,1,1,1,0,0,0,0,0,No se siembra y cambio en la alimentacion,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,5,33.3,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0
107,37,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,Traspatio,Siembra,Flores,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No se siembra,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4,26.7,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
108,35,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,Traspatio,Siembra,Flores,Había más,0,0,0,0,0,1,1,0,0,0,0,0,No se le da un manejo y animales,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,5,33.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
109,34,31-41,M,Zongolica,Montane cloud forest,Zacatlamanca,Compra,,,Había más,0,0,0,0,1,1,1,1,0,0,0,0,No se siembra,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11,73.3,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
110,32,31-41,F,Zongolica,Montane cloud forest,Zacatlamanca,Traspatio,Siembra y regeneracion,Flores y hortalizas,Había más,0,0,0,0,0,1,1,0,0,0,0,0,Cambio climatico y animales,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,9,60,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
111,82,56-90,M,Zongolica,Montane cloud forest,Palapa,"milpa, cafetal ",regenereción natural,"milpa, café",Había más,0,0,0,0,0,1,1,0,0,0,0,0,Cambios climáticos y sin manejo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
112,38,31-41,M,Zongolica,Montane cloud forest,Palapa,"milpa, cafetal",regeneración natural,"milpa , café",Había más,0,0,0,0,0,1,1,1,1,1,0,0,químicos ,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
113,17,18-30,M,Zongolica,Montane cloud forest,Palapa,milpa ,regeneración natural,"milpa , café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,Hay un desconocimiento y sin manejo.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,26.7,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0
114,54,42-55,F,Zongolica,Montane cloud forest,Palapa,"milpa, fetetal",regeneración natural y siembran,"milpa , café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,no hay amenazas ,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5,33.3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
115,80,56-90,M,Zongolica,Montane cloud forest,Palapa,"milpa, fetetal",regeneración natural y siembran,"milpa , café",Sigue igual,0,0,0,0,0,0,0,0,0,0,1,1,Cambio climatico s y plagas ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,26.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
116,30,18-30,M,Zongolica,Montane cloud forest,Zomajapa,"milpa, fetetal",regeneración natural,"milpa , café",Sigue igual,1,1,1,0,0,0,0,0,0,0,1,1,no tiene manejo,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,5,33.3,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0
117,58,56-90,M,Zongolica,Montane cloud forest,Zomajapa,"acahual, milpa, cafetal",regeneración natural,"milpa , café",Había más,1,1,0,0,0,0,0,0,0,0,0,1,"plagas, cambio climatico",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,12,80,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
118,33,31-41,F,Zongolica,Montane cloud forest,Zomajapa,"milpa, fetetal y monte",regeneración natural,"milpa , café",Había más,0,0,0,0,0,0,1,1,1,0,0,0,no hay manejo,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,8,53.3,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0
119,56,56-90,F,Zongolica,Montane cloud forest,Zomajapa,"milpa, fetetal y monte",regeneración natural,"milpa , café",Había más,0,0,0,0,0,0,1,1,0,0,0,0,"tecnicas tradicionades de rosa, tumba y quema",1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,10,66.7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
120,50,42-55,M,Zongolica,Montane cloud forest,Zomajapa,"milpa, fetetal",regeneración natural y siembran,"milpa , café",Había más,1,0,0,0,0,0,0,0,0,0,0,1,Químicos y quema tradicional,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,26.7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
121,43,42-55,F,Los Reyes,Montane cloud forest,Atlanca,"milpa, fetetal y monte",regeneración natural y siembran,"milpa , café",Había más,0,0,0,0,0,1,1,1,1,1,0,0,ya non se consumen como antes  ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
122,43,42-55,F,Los Reyes,Montane cloud forest,Atlanca,"milpa, monte",regeneración natural y siembran,milpa,Había más,0,0,0,1,1,1,1,1,1,1,1,0,"No hay manejo, ya no se consumen ",1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
123,35,31-41,F,Los Reyes,Montane cloud forest,Atlanca,cafetal,regeneración natural y siembran,café,Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay manejo,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
124,77,56-90,M,Los Reyes,Montane cloud forest,Atlanca,cafetal,regeneración natural,café,Había más,1,1,1,1,1,1,1,1,1,1,1,1,no hay amenazas ,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,7,46.7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
125,28,18-30,M,Los Reyes,Montane cloud forest,Atlanca,"acahual, milpa, cafetal y monte",regeneración natural,"milpa , café",Había más,0,0,0,0,0,1,1,1,0,0,0,0,Ya no se consumen como antes ,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,33.3,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0
126,22,18-30,F,Los Reyes,Montane cloud forest,Atlanca,"milpa, fetetal",regeneración natural,"milpa , café",Había más,0,0,0,0,0,0,0,1,1,0,0,0,ya no valoran los quelites,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,5,33.3,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
127,37,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café",Había más,0,0,0,0,1,1,1,1,0,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,9,60,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
128,47,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,Uso de químicos,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
129,38,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
130,22,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay manejo adecuado,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,7,46.7,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
131,39,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
132,40,31-41,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay manejo adecuado,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
133,53,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal, jinicuil",Regeneración natural y siembra,"Milpa, café, jinicuil",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
134,50,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,0,0,0,Uso de químicos,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
135,48,42-55,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
136,55,42-55,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café",Había más,0,0,0,1,0,1,1,1,1,0,0,0,No hay manejo adecuado,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
137,25,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,Uso de químicos,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,5,33.3,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
138,48,42-55,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café, monte",Había más,0,0,0,1,0,1,1,1,1,1,0,0,Uso de químicos,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
139,52,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,Uso de químicos,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
140,38,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
141,37,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,0,1,1,1,0,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
142,43,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café, monte",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay manejo adecuado,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
143,45,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
144,67,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,No hay manejo adecuado,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,10,66.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
145,70,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural ,"Milpa, café, monte",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
146,62,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
147,25,18-30,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,1,0,No hay manejo adecuado,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,6,40,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
148,46,42-55,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café, monte",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
149,72,56-90,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,9,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
150,26,18-30,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,1,1,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,26.7,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
151,35,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
152,24,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay manejo adecuado,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,8,53.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
